name,time,beacon,rssi,scanner
SequenceRSSI,1578445047090000000,0117C55D14E4,-83,FDAE5980F28C
SequenceRSSI,1578445047143000000,0117C55D14E4,-71,E13B805C6CB0
SequenceRSSI,1578445047161000000,0117C55D14E4,-82,F69A86823B96
SequenceRSSI,1578445047207000000,0117C55D14E4,-83,E43355CA8B96
SequenceRSSI,1578445047221000000,0117C55D14E4,-71,E13B805C6CB0
SequenceRSSI,1578445047296000000,0117C55D14E4,-77,DB8B36A69C56
SequenceRSSI,1578445047363000000,0117C55D14E4,-68,EC72840D9AD3
SequenceRSSI,1578445047364000000,0117C55D14E4,-79,FDAE5980F28C
SequenceRSSI,1578445047477000000,0117C55D14E4,-78,E6D9D20DD197
SequenceRSSI,1578445047525000000,0117C55D14E4,-62,DF231643E227
SequenceRSSI,1578445047528000000,0117C55D14E4,-67,F1307ECB3B90
SequenceRSSI,1578445047530000000,0117C55D14E4,-63,E13B805C6CB0
SequenceRSSI,1578445047530000000,0117C55D14E4,-86,E43355CA8B96
SequenceRSSI,1578445047534000000,0117C55D14E4,-77,E6D9D20DD197
SequenceRSSI,1578445047534000000,0117C55D14E4,-68,F1307ECB3B90
SequenceRSSI,1578445047541000000,0117C55D14E4,-81,C400A2E19293
SequenceRSSI,1578445047569000000,0117C55D14E4,-90,DB8B36A69C56
SequenceRSSI,1578445047574000000,0117C55D14E4,-88,E43355CA8B96
SequenceRSSI,1578445047597000000,0117C55D14E4,-80,FB2EE01C18CE
SequenceRSSI,1578445047605000000,0117C55D14E4,-67,E13B805C6CB0
SequenceRSSI,1578445047629000000,0117C55D14E4,-70,DF231643E227
SequenceRSSI,1578445047661000000,0117C55D14E4,-78,E6D9D20DD197
SequenceRSSI,1578445047662000000,0117C55D14E4,-79,E96AF2C858BA
SequenceRSSI,1578445047670000000,0117C55D14E4,-91,E96AF2C858BA
SequenceRSSI,1578445047671000000,0117C55D14E4,-70,F1307ECB3B90
SequenceRSSI,1578445047672000000,0117C55D14E4,-84,DD697EA75B68
SequenceRSSI,1578445047713000000,0117C55D14E4,-87,E43355CA8B96
SequenceRSSI,1578445047713000000,0117C55D14E4,-67,DF231643E227
SequenceRSSI,1578445047713000000,0117C55D14E4,-77,E96AF2C858BA
SequenceRSSI,1578445047748000000,0117C55D14E4,-78,DB8B36A69C56
SequenceRSSI,1578445047822000000,0117C55D14E4,-83,E43355CA8B96
SequenceRSSI,1578445047883000000,0117C55D14E4,-87,E8FD0B453DC4
SequenceRSSI,1578445047883000000,0117C55D14E4,-67,E13B805C6CB0
SequenceRSSI,1578445047884000000,0117C55D14E4,-68,DF231643E227
SequenceRSSI,1578445047884000000,0117C55D14E4,-72,DD697EA75B68
SequenceRSSI,1578445047884000000,0117C55D14E4,-82,E96AF2C858BA
SequenceRSSI,1578445047885000000,0117C55D14E4,-96,F1EDAF28E08A
SequenceRSSI,1578445047925000000,0117C55D14E4,-70,F1307ECB3B90
SequenceRSSI,1578445047925000000,0117C55D14E4,-76,EC72840D9AD3
SequenceRSSI,1578445047938000000,0117C55D14E4,-82,FDAE5980F28C
SequenceRSSI,1578445047938000000,0117C55D14E4,-84,FB2EE01C18CE
SequenceRSSI,1578445047964000000,0117C55D14E4,-85,E6D9D20DD197
SequenceRSSI,1578445047976000000,0117C55D14E4,-78,FDAE5980F28C
SequenceRSSI,1578445047996000000,0117C55D14E4,-81,E96AF2C858BA
SequenceRSSI,1578445048012000000,0117C55D14E4,-83,FB2EE01C18CE
SequenceRSSI,1578445048080000000,0117C55D14E4,-79,E13B805C6CB0
SequenceRSSI,1578445048097000000,0117C55D14E4,-81,DB8B36A69C56
SequenceRSSI,1578445048249000000,0117C55D14E4,-77,DB8B36A69C56
SequenceRSSI,1578445048284000000,0117C55D14E4,-67,CD4533FFC0E1
SequenceRSSI,1578445048285000000,0117C55D14E4,-68,CD4533FFC0E1
SequenceRSSI,1578445048348000000,0117C55D14E4,-72,CD4533FFC0E1
SequenceRSSI,1578445048350000000,0117C55D14E4,-76,E13B805C6CB0
SequenceRSSI,1578445048350000000,0117C55D14E4,-67,CD4533FFC0E1
SequenceRSSI,1578445048359000000,0117C55D14E4,-76,DB8B36A69C56
SequenceRSSI,1578445048491000000,0117C55D14E4,-86,E6D9D20DD197
SequenceRSSI,1578445048533000000,0117C55D14E4,-94,F1EDAF28E08A
SequenceRSSI,1578445048593000000,0117C55D14E4,-69,CD4533FFC0E1
SequenceRSSI,1578445048641000000,0117C55D14E4,-70,DF231643E227
SequenceRSSI,1578445048655000000,0117C55D14E4,-75,DB8B36A69C56
SequenceRSSI,1578445048689000000,0117C55D14E4,-86,F1EDAF28E08A
SequenceRSSI,1578445048729000000,0117C55D14E4,-83,E43355CA8B96
SequenceRSSI,1578445048757000000,0117C55D14E4,-72,CD4533FFC0E1
SequenceRSSI,1578445048757000000,0117C55D14E4,-84,DB8B36A69C56
SequenceRSSI,1578445048757000000,0117C55D14E4,-79,F69A86823B96
SequenceRSSI,1578445048758000000,0117C55D14E4,-81,F69A86823B96
SequenceRSSI,1578445048772000000,0117C55D14E4,-76,EC72840D9AD3
SequenceRSSI,1578445048879000000,0117C55D14E4,-79,E13B805C6CB0
SequenceRSSI,1578445048896000000,0117C55D14E4,-74,F69A86823B96
SequenceRSSI,1578445048897000000,0117C55D14E4,-88,E6D9D20DD197
SequenceRSSI,1578445048897000000,0117C55D14E4,-66,F69A86823B96
SequenceRSSI,1578445048898000000,0117C55D14E4,-86,E43355CA8B96
SequenceRSSI,1578445048898000000,0117C55D14E4,-68,F69A86823B96
SequenceRSSI,1578445048921000000,0117C55D14E4,-73,CD4533FFC0E1
SequenceRSSI,1578445048921000000,0117C55D14E4,-75,DB8B36A69C56
SequenceRSSI,1578445048921000000,0117C55D14E4,-71,DF231643E227
SequenceRSSI,1578445048921000000,0117C55D14E4,-75,F1307ECB3B90
SequenceRSSI,1578445049005000000,0117C55D14E4,-93,E6D9D20DD197
SequenceRSSI,1578445049005000000,0117C55D14E4,-72,EC72840D9AD3
SequenceRSSI,1578445049005000000,0117C55D14E4,-85,FDAE5980F28C
SequenceRSSI,1578445049034000000,0117C55D14E4,-78,EC72840D9AD3
SequenceRSSI,1578445049045000000,0117C55D14E4,-80,E13B805C6CB0
SequenceRSSI,1578445049045000000,0117C55D14E4,-80,DF231643E227
SequenceRSSI,1578445049080000000,0117C55D14E4,-71,DB8B36A69C56
SequenceRSSI,1578445049099000000,0117C55D14E4,-84,CD4533FFC0E1
SequenceRSSI,1578445049120000000,0117C55D14E4,-69,EC72840D9AD3
SequenceRSSI,1578445049125000000,0117C55D14E4,-68,F1307ECB3B90
SequenceRSSI,1578445049198000000,0117C55D14E4,-92,E43355CA8B96
SequenceRSSI,1578445049204000000,0117C55D14E4,-72,DF231643E227
SequenceRSSI,1578445049245000000,0117C55D14E4,-68,EC72840D9AD3
SequenceRSSI,1578445049263000000,0117C55D14E4,-69,CD4533FFC0E1
SequenceRSSI,1578445049306000000,0117C55D14E4,-78,E13B805C6CB0
SequenceRSSI,1578445049358000000,0117C55D14E4,-91,E6D9D20DD197
SequenceRSSI,1578445049442000000,0117C55D14E4,-82,EC72840D9AD3
SequenceRSSI,1578445049459000000,0117C55D14E4,-85,E6D9D20DD197
SequenceRSSI,1578445049650000000,0117C55D14E4,-83,DD697EA75B68
SequenceRSSI,1578445049723000000,0117C55D14E4,-73,E96AF2C858BA
SequenceRSSI,1578445049726000000,0117C55D14E4,-84,E96AF2C858BA
SequenceRSSI,1578445049729000000,0117C55D14E4,-76,E96AF2C858BA
SequenceRSSI,1578445049736000000,0117C55D14E4,-77,DF231643E227
SequenceRSSI,1578445049812000000,0117C55D14E4,-82,E96AF2C858BA
SequenceRSSI,1578445049839000000,0117C55D14E4,-71,E13B805C6CB0
SequenceRSSI,1578445049953000000,0117C55D14E4,-96,FB2EE01C18CE
SequenceRSSI,1578445050083000000,0117C55D14E4,-82,DD697EA75B68
SequenceRSSI,1578445050254000000,0117C55D14E4,-91,F1EDAF28E08A
SequenceRSSI,1578445050259000000,0117C55D14E4,-71,F69A86823B96
SequenceRSSI,1578445050303000000,0117C55D14E4,-69,CD4533FFC0E1
SequenceRSSI,1578445050392000000,0117C55D14E4,-76,DF231643E227
SequenceRSSI,1578445050392000000,0117C55D14E4,-89,E96AF2C858BA
SequenceRSSI,1578445050408000000,0117C55D14E4,-69,F69A86823B96
SequenceRSSI,1578445050488000000,0117C55D14E4,-72,EC72840D9AD3
SequenceRSSI,1578445050489000000,0117C55D14E4,-83,F1307ECB3B90
SequenceRSSI,1578445050665000000,0117C55D14E4,-83,F1307ECB3B90
SequenceRSSI,1578445050972000000,0117C55D14E4,-75,E13B805C6CB0
SequenceRSSI,1578445051019000000,0117C55D14E4,-96,E6D9D20DD197
SequenceRSSI,1578445051071000000,0117C55D14E4,-86,E96AF2C858BA
SequenceRSSI,1578445051227000000,0117C55D14E4,-74,EC72840D9AD3
SequenceRSSI,1578445051233000000,0117C55D14E4,-75,E13B805C6CB0
SequenceRSSI,1578445051348000000,0117C55D14E4,-80,DB8B36A69C56
SequenceRSSI,1578445051539000000,0117C55D14E4,-90,E6D9D20DD197
SequenceRSSI,1578445051569000000,0117C55D14E4,-88,FB2EE01C18CE
SequenceRSSI,1578445051676000000,0117C55D14E4,-89,FB2EE01C18CE
SequenceRSSI,1578445051763000000,0117C55D14E4,-66,F69A86823B96
SequenceRSSI,1578445051882000000,0117C55D14E4,-85,E8FD0B453DC4
SequenceRSSI,1578445051889000000,0117C55D14E4,-87,DB8B36A69C56
SequenceRSSI,1578445051889000000,0117C55D14E4,-83,E43355CA8B96
SequenceRSSI,1578445051930000000,0117C55D14E4,-70,DF231643E227
SequenceRSSI,1578445052116000000,0117C55D14E4,-87,E8FD0B453DC4
SequenceRSSI,1578445052116000000,0117C55D14E4,-70,DB8B36A69C56
SequenceRSSI,1578445052161000000,0117C55D14E4,-87,E6D9D20DD197
SequenceRSSI,1578445052180000000,0117C55D14E4,-86,C400A2E19293
SequenceRSSI,1578445052182000000,0117C55D14E4,-79,FDAE5980F28C
SequenceRSSI,1578445052372000000,0117C55D14E4,-84,FB2EE01C18CE
SequenceRSSI,1578445052421000000,0117C55D14E4,-67,EC72840D9AD3
SequenceRSSI,1578445052428000000,0117C55D14E4,-77,FDAE5980F28C
SequenceRSSI,1578445052434000000,0117C55D14E4,-87,E43355CA8B96
SequenceRSSI,1578445052472000000,0117C55D14E4,-85,F1EDAF28E08A
SequenceRSSI,1578445052474000000,0117C55D14E4,-89,F1EDAF28E08A
SequenceRSSI,1578445052476000000,0117C55D14E4,-72,F1307ECB3B90
SequenceRSSI,1578445052476000000,0117C55D14E4,-96,F1EDAF28E08A
SequenceRSSI,1578445052507000000,0117C55D14E4,-72,DB8B36A69C56
SequenceRSSI,1578445052507000000,0117C55D14E4,-86,F1EDAF28E08A
SequenceRSSI,1578445052535000000,0117C55D14E4,-91,F1EDAF28E08A
SequenceRSSI,1578445052597000000,0117C55D14E4,-68,DD697EA75B68
SequenceRSSI,1578445052618000000,0117C55D14E4,-82,C400A2E19293
SequenceRSSI,1578445052633000000,0117C55D14E4,-79,E13B805C6CB0
SequenceRSSI,1578445052657000000,0117C55D14E4,-71,DB8B36A69C56
SequenceRSSI,1578445052721000000,0117C55D14E4,-73,E13B805C6CB0
SequenceRSSI,1578445052737000000,0117C55D14E4,-94,FB2EE01C18CE
SequenceRSSI,1578445052791000000,0117C55D14E4,-77,E13B805C6CB0
SequenceRSSI,1578445052818000000,0117C55D14E4,-63,CD4533FFC0E1
SequenceRSSI,1578445052843000000,0117C55D14E4,-58,CD4533FFC0E1
SequenceRSSI,1578445052844000000,0117C55D14E4,-55,CD4533FFC0E1
SequenceRSSI,1578445052848000000,0117C55D14E4,-72,DD697EA75B68
SequenceRSSI,1578445052864000000,0117C55D14E4,-87,FB2EE01C18CE
SequenceRSSI,1578445052904000000,0117C55D14E4,-73,F69A86823B96
SequenceRSSI,1578445052906000000,0117C55D14E4,-67,F1307ECB3B90
SequenceRSSI,1578445052907000000,0117C55D14E4,-76,E13B805C6CB0
SequenceRSSI,1578445052907000000,0117C55D14E4,-84,C400A2E19293
SequenceRSSI,1578445052907000000,0117C55D14E4,-68,F69A86823B96
SequenceRSSI,1578445052908000000,0117C55D14E4,-67,EC72840D9AD3
SequenceRSSI,1578445053037000000,0117C55D14E4,-82,DD697EA75B68
SequenceRSSI,1578445053056000000,0117C55D14E4,-82,E13B805C6CB0
SequenceRSSI,1578445053115000000,0117C55D14E4,-88,FB2EE01C18CE
SequenceRSSI,1578445053328000000,0117C55D14E4,-87,DF231643E227
SequenceRSSI,1578445053375000000,0117C55D14E4,-90,FB2EE01C18CE
SequenceRSSI,1578445053388000000,0117C55D14E4,-84,E43355CA8B96
SequenceRSSI,1578445053475000000,0117C55D14E4,-66,DB8B36A69C56
SequenceRSSI,1578445053544000000,0117C55D14E4,-81,C400A2E19293
SequenceRSSI,1578445053645000000,0117C55D14E4,-87,E96AF2C858BA
SequenceRSSI,1578445053647000000,0117C55D14E4,-88,E6D9D20DD197
SequenceRSSI,1578445053647000000,0117C55D14E4,-96,E96AF2C858BA
SequenceRSSI,1578445053648000000,0117C55D14E4,-69,DF231643E227
SequenceRSSI,1578445053648000000,0117C55D14E4,-88,E6D9D20DD197
SequenceRSSI,1578445053716000000,0117C55D14E4,-83,E96AF2C858BA
SequenceRSSI,1578445053768000000,0117C55D14E4,-89,E6D9D20DD197
SequenceRSSI,1578445053768000000,0117C55D14E4,-94,E96AF2C858BA
SequenceRSSI,1578445053832000000,0117C55D14E4,-68,DB8B36A69C56
SequenceRSSI,1578445053833000000,0117C55D14E4,-78,E96AF2C858BA
SequenceRSSI,1578445053837000000,0117C55D14E4,-78,FDAE5980F28C
SequenceRSSI,1578445053948000000,0117C55D14E4,-65,EC72840D9AD3
SequenceRSSI,1578445053961000000,0117C55D14E4,-70,DB8B36A69C56
SequenceRSSI,1578445053993000000,0117C55D14E4,-81,C400A2E19293
SequenceRSSI,1578445054031000000,0117C55D14E4,-87,E13B805C6CB0
SequenceRSSI,1578445054092000000,0117C55D14E4,-79,FDAE5980F28C
SequenceRSSI,1578445054114000000,0117C55D14E4,-64,CD4533FFC0E1
SequenceRSSI,1578445054115000000,0117C55D14E4,-75,F1307ECB3B90
SequenceRSSI,1578445054153000000,0117C55D14E4,-65,DB8B36A69C56
SequenceRSSI,1578445054228000000,0117C55D14E4,-84,F69A86823B96
SequenceRSSI,1578445054236000000,0117C55D14E4,-74,F69A86823B96
SequenceRSSI,1578445054248000000,0117C55D14E4,-75,F69A86823B96
SequenceRSSI,1578445054257000000,0117C55D14E4,-73,DD697EA75B68
SequenceRSSI,1578445054303000000,0117C55D14E4,-82,E13B805C6CB0
SequenceRSSI,1578445054356000000,0117C55D14E4,-84,F69A86823B96
SequenceRSSI,1578445054392000000,0117C55D14E4,-73,FDAE5980F28C
SequenceRSSI,1578445054460000000,0117C55D14E4,-66,DB8B36A69C56
SequenceRSSI,1578445054470000000,0117C55D14E4,-73,CD4533FFC0E1
SequenceRSSI,1578445054479000000,0117C55D14E4,-70,F69A86823B96
SequenceRSSI,1578445054529000000,0117C55D14E4,-80,FDAE5980F28C
SequenceRSSI,1578445054554000000,0117C55D14E4,-66,CD4533FFC0E1
SequenceRSSI,1578445054618000000,0117C55D14E4,-87,F1EDAF28E08A
SequenceRSSI,1578445054619000000,0117C55D14E4,-58,F1307ECB3B90
SequenceRSSI,1578445054619000000,0117C55D14E4,-92,F1EDAF28E08A
SequenceRSSI,1578445054628000000,0117C55D14E4,-92,F1EDAF28E08A
SequenceRSSI,1578445054650000000,0117C55D14E4,-87,F1EDAF28E08A
SequenceRSSI,1578445054777000000,0117C55D14E4,-66,DB8B36A69C56
SequenceRSSI,1578445054777000000,0117C55D14E4,-75,F69A86823B96
SequenceRSSI,1578445054778000000,0117C55D14E4,-75,E43355CA8B96
SequenceRSSI,1578445054783000000,0117C55D14E4,-68,F1307ECB3B90
SequenceRSSI,1578445054845000000,0117C55D14E4,-72,DD697EA75B68
SequenceRSSI,1578445054871000000,0117C55D14E4,-80,FDAE5980F28C
SequenceRSSI,1578445054892000000,0117C55D14E4,-70,F1307ECB3B90
SequenceRSSI,1578445054916000000,0117C55D14E4,-72,DD697EA75B68
SequenceRSSI,1578445055032000000,0117C55D14E4,-87,E8FD0B453DC4
SequenceRSSI,1578445055041000000,0117C55D14E4,-59,EC72840D9AD3
SequenceRSSI,1578445055047000000,0117C55D14E4,-64,F1307ECB3B90
SequenceRSSI,1578445055072000000,0117C55D14E4,-88,E6D9D20DD197
SequenceRSSI,1578445055093000000,0117C55D14E4,-90,F1EDAF28E08A
SequenceRSSI,1578445055129000000,0117C55D14E4,-68,DD697EA75B68
SequenceRSSI,1578445055129000000,0117C55D14E4,-91,FB2EE01C18CE
SequenceRSSI,1578445055142000000,0117C55D14E4,-80,FDAE5980F28C
SequenceRSSI,1578445055143000000,0117C55D14E4,-57,EC72840D9AD3
SequenceRSSI,1578445055168000000,0117C55D14E4,-65,DB8B36A69C56
SequenceRSSI,1578445055169000000,0117C55D14E4,-78,F69A86823B96
SequenceRSSI,1578445055184000000,0117C55D14E4,-86,F1EDAF28E08A
SequenceRSSI,1578445055236000000,0117C55D14E4,-81,E96AF2C858BA
SequenceRSSI,1578445055302000000,0117C55D14E4,-69,C400A2E19293
SequenceRSSI,1578445055324000000,0117C55D14E4,-80,E96AF2C858BA
SequenceRSSI,1578445055367000000,0117C55D14E4,-74,DF231643E227
SequenceRSSI,1578445055367000000,0117C55D14E4,-68,DB8B36A69C56
SequenceRSSI,1578445055367000000,0117C55D14E4,-76,F69A86823B96
SequenceRSSI,1578445055390000000,0117C55D14E4,-94,E6D9D20DD197
SequenceRSSI,1578445055392000000,0117C55D14E4,-83,E43355CA8B96
SequenceRSSI,1578445055393000000,0117C55D14E4,-88,E43355CA8B96
SequenceRSSI,1578445055437000000,0117C55D14E4,-87,DF231643E227
SequenceRSSI,1578445055464000000,0117C55D14E4,-72,C400A2E19293
SequenceRSSI,1578445055496000000,0117C55D14E4,-91,E96AF2C858BA
SequenceRSSI,1578445055496000000,0117C55D14E4,-92,F1EDAF28E08A
SequenceRSSI,1578445055541000000,0117C55D14E4,-88,DF231643E227
SequenceRSSI,1578445055547000000,0117C55D14E4,-91,F1EDAF28E08A
SequenceRSSI,1578445055547000000,0117C55D14E4,-70,DD697EA75B68
SequenceRSSI,1578445055664000000,0117C55D14E4,-84,E13B805C6CB0
SequenceRSSI,1578445055676000000,0117C55D14E4,-91,E96AF2C858BA
SequenceRSSI,1578445055677000000,0117C55D14E4,-87,F1EDAF28E08A
SequenceRSSI,1578445055883000000,0117C55D14E4,-91,F1EDAF28E08A
SequenceRSSI,1578445055920000000,0117C55D14E4,-80,C400A2E19293
SequenceRSSI,1578445056160000000,0117C55D14E4,-67,F1307ECB3B90
SequenceRSSI,1578445056192000000,0117C55D14E4,-79,E13B805C6CB0
SequenceRSSI,1578445056222000000,0117C55D14E4,-77,C400A2E19293
SequenceRSSI,1578445056273000000,0117C55D14E4,-67,EC72840D9AD3
SequenceRSSI,1578445056383000000,0117C55D14E4,-73,FDAE5980F28C
SequenceRSSI,1578445056394000000,0117C55D14E4,-62,EC72840D9AD3
SequenceRSSI,1578445056394000000,0117C55D14E4,-70,DB8B36A69C56
SequenceRSSI,1578445056508000000,0117C55D14E4,-58,F1307ECB3B90
SequenceRSSI,1578445056537000000,0117C55D14E4,-65,DB8B36A69C56
SequenceRSSI,1578445056801000000,0117C55D14E4,-83,F1EDAF28E08A
SequenceRSSI,1578445057001000000,0117C55D14E4,-72,E43355CA8B96
SequenceRSSI,1578445057028000000,0117C55D14E4,-65,DD697EA75B68
SequenceRSSI,1578445057118000000,0117C55D14E4,-58,EC72840D9AD3
SequenceRSSI,1578445057126000000,0117C55D14E4,-73,FDAE5980F28C
SequenceRSSI,1578445057381000000,0117C55D14E4,-81,DF231643E227
SequenceRSSI,1578445057443000000,0117C55D14E4,-85,DF231643E227
SequenceRSSI,1578445057477000000,0117C55D14E4,-55,EC72840D9AD3
SequenceRSSI,1578445057506000000,0117C55D14E4,-85,F69A86823B96
SequenceRSSI,1578445057507000000,0117C55D14E4,-75,F69A86823B96
SequenceRSSI,1578445057642000000,0117C55D14E4,-78,F69A86823B96
SequenceRSSI,1578445057662000000,0117C55D14E4,-82,E96AF2C858BA
SequenceRSSI,1578445057680000000,0117C55D14E4,-69,F69A86823B96
SequenceRSSI,1578445057686000000,0117C55D14E4,-64,DB8B36A69C56
SequenceRSSI,1578445057694000000,0117C55D14E4,-81,E96AF2C858BA
SequenceRSSI,1578445057762000000,0117C55D14E4,-64,EC72840D9AD3
SequenceRSSI,1578445057789000000,0117C55D14E4,-76,E13B805C6CB0
SequenceRSSI,1578445057792000000,0117C55D14E4,-80,FDAE5980F28C
SequenceRSSI,1578445057825000000,0117C55D14E4,-63,DB8B36A69C56
SequenceRSSI,1578445058036000000,0117C55D14E4,-59,F1307ECB3B90
SequenceRSSI,1578445058037000000,0117C55D14E4,-57,F1307ECB3B90
SequenceRSSI,1578445058038000000,0117C55D14E4,-72,DD697EA75B68
SequenceRSSI,1578445058038000000,0117C55D14E4,-58,F1307ECB3B90
SequenceRSSI,1578445058056000000,0117C55D14E4,-66,DB8B36A69C56
SequenceRSSI,1578445058074000000,0117C55D14E4,-56,EC72840D9AD3
SequenceRSSI,1578445058091000000,0117C55D14E4,-91,E6D9D20DD197
SequenceRSSI,1578445058092000000,0117C55D14E4,-68,DD697EA75B68
SequenceRSSI,1578445058153000000,0117C55D14E4,-68,E43355CA8B96
SequenceRSSI,1578445058153000000,0117C55D14E4,-93,F1EDAF28E08A
SequenceRSSI,1578445058155000000,0117C55D14E4,-60,EC72840D9AD3
SequenceRSSI,1578445058262000000,0117C55D14E4,-68,DB8B36A69C56
SequenceRSSI,1578445058395000000,0117C55D14E4,-91,F1EDAF28E08A
SequenceRSSI,1578445058395000000,0117C55D14E4,-68,DB8B36A69C56
SequenceRSSI,1578445058452000000,0117C55D14E4,-73,E43355CA8B96
SequenceRSSI,1578445058452000000,0117C55D14E4,-74,C400A2E19293
SequenceRSSI,1578445058475000000,0117C55D14E4,-64,DB8B36A69C56
SequenceRSSI,1578445058505000000,0117C55D14E4,-93,E6D9D20DD197
